1.000000000000000000e+01,4.248254954939852807e-03
1.019780352474191432e+01,2.728333376486763960e-03
1.092998029007392091e+01,1.511775070615659945e-03
1.331469513835443408e+01,8.376776400682906833e-04
2.000000000000000000e+01,4.818373491937269276e-04
2.008383536957186521e+01,4.641588833612772438e-04
2.204436577586390200e+01,2.571913809059341656e-04
2.842985380520612537e+01,1.425102670302996353e-04
3.000000000000000000e+01,1.291598578356881188e-04
3.310877200427177769e+01,7.896522868499716808e-05
4.000000000000000000e+01,4.914938154556780449e-05
4.097146624601980136e+01,4.375479375074179875e-05
4.950483868563733836e+01,2.424462017082325846e-05
5.000000000000000711e+01,2.364156702160559855e-05
5.832688263508828896e+01,1.343399332598898960e-05
6.000000000000000000e+01,1.239405016504799883e-05
6.934835681101672833e+01,7.443803013251681032e-06
7.000000000000000000e+01,7.235888005332629885e-06
8.000000000000000000e+01,4.393098705421629481e-06
8.131903323582220366e+01,4.124626382901347725e-06
9.000000000000000000e+01,2.787081346974050466e-06
9.513364125702665319e+01,2.285463864134988431e-06
1.000000000000000000e+02,1.895241067374619037e-06
1.100000000000000000e+02,1.340185716507755551e-06
1.117026047435166163e+02,1.266380173467402131e-06
1.200000000000000000e+02,9.352058854740939985e-07
1.296015110147387475e+02,7.017038286703822204e-07
1.300000000000000000e+02,6.928351168982243036e-07
1.400000000000000000e+02,4.626281701426736867e-07
1.445126377261036623e+02,3.888155180308085512e-07
1.500000000000000000e+02,3.145072847039179657e-07
1.600000000000000000e+02,2.192534746126271771e-07
1.604482876358518411e+02,2.154434690031882183e-07
1.700000000000000000e+02,1.458909923529988268e-07
1.762191275972313633e+02,1.193776641714435688e-07
1.800000000000000000e+02,1.048446339651655245e-07
1.900000000000000000e+02,7.541360512450089886e-08
1.949089476722455174e+02,6.614740641230145999e-08
2.000000000000000000e+02,5.651422948631629297e-08
2.100000000000000000e+02,4.275965292821803966e-08
2.172330849787421698e+02,3.665241237079625812e-08
2.200000000000000000e+02,3.409106894229744499e-08
2.300000000000000000e+02,2.631531844897082932e-08
2.400000000000000000e+02,2.168406329877205317e-08
2.404316721121371643e+02,2.030917620904734750e-08
2.465372367285418136e+02,1.125335582600764621e-08
2.500000000000000000e+02,9.210405002014184276e-09
2.600000000000000000e+02,6.313897735678794569e-09
2.604889613808846320e+02,6.235507341273924988e-09
2.700000000000000000e+02,4.636627346373650045e-09
2.800000000000000000e+02,3.790708952205761175e-09
2.862552180323746711e+02,3.455107294592218280e-09
2.900000000000000000e+02,3.202521659285366587e-09
3.000000000000000000e+02,2.677938482845217801e-09
3.100000000000000000e+02,2.339271512902762713e-09
3.200000000000000000e+02,2.112613593770973594e-09
3.300000000000000000e+02,1.958025980516387753e-09
3.337789972934053253e+02,1.914481976169953504e-09
3.399999999999999432e+02,1.803799300228292233e-09
3.500000000000000000e+02,1.682879948394112043e-09
3.600000000000000000e+02,1.624446916617339432e-09
3.700000000000000000e+02,1.648171864778074929e-09
3.800000000000000000e+02,1.892000793904409211e-09
3.801824934969251899e+02,1.914481976169953504e-09
3.869857401776022812e+02,3.455107294592218280e-09
3.890745346311636581e+02,6.235507341273924988e-09
3.897158552349896468e+02,1.125335582600764621e-08
3.899127592990493554e+02,2.030917620904734750e-08
3.899732145693337770e+02,3.665241237079625812e-08
3.899917760943211533e+02,6.614740641230145999e-08
3.899974750097820788e+02,1.193776641714435688e-07
3.899992247309228901e+02,2.154434690031882183e-07
3.899997619469917822e+02,3.888155180308085512e-07
3.899999268888555548e+02,7.017038286703822204e-07
3.899999775371279611e+02,1.266380173467402131e-06
3.899999930940496142e+02,2.285463864134988431e-06
3.899999978743038014e+02,4.124626382901347725e-06
3.899999993443890389e+02,7.443803013251681032e-06
3.899999997971633547e+02,1.343399332598898791e-05
3.899999999368798740e+02,2.424462017082325846e-05
3.899999999801585773e+02,4.375479375074179875e-05
3.899999999936567292e+02,7.896522868499716808e-05
3.899999999979162340e+02,1.425102670302996353e-04
3.899999999992862172e+02,2.571913809059341656e-04
3.899999999997399982e+02,4.641588833612772438e-04
3.899999999998966587e+02,8.376776400682906833e-04
3.899999999999535589e+02,1.511775070615659945e-03
3.899999999999751026e+02,2.728333376486763960e-03
3.899999999999825491e+02,4.923882631706731280e-03
3.899999999999814690e+02,8.886238162743389374e-03
3.899999999999634497e+02,1.603718743751327697e-02
3.899999999998198632e+02,2.894266124716739913e-02
3.899999999960745640e+02,5.223345074266832339e-02
3.899999987473372585e+02,9.426684551178854399e-02
3.899447487942496196e+02,1.701254279852585649e-01
3.800000000000000000e+02,3.062726542772252203e-01
3.700000000000000000e+02,3.070110392701920210e-01
3.600000000000000000e+02,3.070284025591646371e-01
3.593113466766968145e+02,3.070290629757837508e-01
3.500000000000000000e+02,5.355327838491912296e-01
3.400000000000000000e+02,5.538817633844891342e-01
3.300000000000000000e+02,5.540977028916272973e-01
3.265049724219938980e+02,5.541020330009480688e-01
3.200000000000000000e+02,8.435764390168832838e-01
3.100000000000000000e+02,9.993278832360747987e-01
3.000000000000000000e+02,9.999942071891716466e-01
2.991122383234038011e+02,1.000000000000000000e+00
