2.49348809e-19  1.02090510e-7
3.09017441e-19  8.25445379e-8
3.57888594e-19  7.12429694e-8
4.14488728e-19  6.15464059e-8
4.80040181e-19  5.30700330e-8
5.55958605e-19  4.58469070e-8
6.43883540e-19  3.95697871e-8
7.45713816e-19  3.41520979e-8
8.63648565e-19  2.95038078e-8
1.00023471e-18  2.54404466e-8
1.15842198e-18  2.19778607e-8
1.34162658e-18  1.89687664e-8
1.55380502e-18  1.64023768e-8
1.79953951e-18  1.41566487e-8
2.01958601e-18  1.26054111e-8
2.57050776e-18  9.92184743e-9
2.97703394e-18  8.55537805e-9
3.41188212e-18  7.41965900e-9
5.02939158e-18  5.05999615e-9
5.82479060e-18  4.37130259e-9
6.74598208e-18  3.77280660e-9
7.81286013e-18  3.26542152e-9
9.04846510e-18  2.81833701e-9
1.04794812e-17  2.43474570e-9
1.21368127e-17  2.09942453e-9
1.40562514e-17  1.81368120e-9
1.62792496e-17  1.56536141e-9
1.88538152e-17  1.35104028e-9
2.18355489e-17  1.16934592e-9
2.52888441e-17  1.01019145e-9
2.92882785e-17  8.71064570e-10
3.39202240e-17  7.52507848e-10
3.92847124e-17  6.51306993e-10
4.54975954e-17  5.62133430e-10
5.26930468e-17  4.85169047e-10
6.10264598e-17  4.19921193e-10
7.06778034e-17  3.62767588e-10
8.18555083e-17  3.13980868e-10
9.48009689e-17  2.71246329e-10
1.09793756e-16  2.34767825e-10
1.27157654e-16  2.03195125e-10
1.47267656e-16  1.75868473e-10
1.70558057e-16  1.52216839e-10
1.97531839e-16  1.31869518e-10
2.28771528e-16  1.14242090e-10
2.64951779e-16  9.91566583e-11
3.06853941e-16  8.59826079e-11
3.55382937e-16  7.47687947e-11
4.11586800e-16  6.48957301e-11
4.76679313e-16  5.64849698e-11
5.52066216e-16  4.92103769e-11
6.46116260e-16  4.25570989e-11
7.64160884e-16  3.64128214e-11
9.03772113e-16  3.13349924e-11
1.06889014e-15  2.69431719e-11
1.26417501e-15  2.32430112e-11
1.49513819e-15  2.01333822e-11
1.76829805e-15  1.74827396e-11
2.11341232e-15  1.50940590e-11
2.55251107e-15  1.29972599e-11
3.08284034e-15  1.12326024e-11
3.76260879e-15  9.70251064e-12
4.64068117e-15  8.34786024e-12
5.78400995e-15  7.18700373e-12
7.28502361e-15  6.22008886e-12
9.17556670e-15  5.40900480e-12
1.15567263e-14  4.77149337e-12
1.45558229e-14  4.26470944e-12
1.83332177e-14  3.86900915e-12
2.30908876e-14  3.56700131e-12
2.90832248e-14  3.35193061e-12
3.66306388e-14  3.21818525e-12
4.61366891e-14  3.16248411e-12
5.81096632e-14  3.19609012e-12
7.31897546e-14  3.32583766e-12
9.21832942e-14  3.58907500e-12
1.16105864e-13  4.04067157e-12
1.41707289e-13  4.67746494e-12
1.65848554e-13  5.40244986e-12
1.90073653e-13  6.27385856e-12
2.13315733e-13  7.29185363e-12
2.40238200e-13  8.48242359e-12
2.60742354e-13  9.66506749e-12
2.83137887e-13  1.11780987e-11
3.07917983e-13  1.32888224e-11
3.31373280e-13  1.55582392e-11
3.52894822e-13  1.80517850e-11
3.75814114e-13  2.11058957e-11
4.00221934e-13  2.49480092e-11
4.26214957e-13  2.98790075e-11
4.53896136e-13  3.61780296e-11
4.78332238e-13  4.28812447e-11
5.05849156e-13  4.95641076e-11
5.27520769e-13  5.75086928e-11
5.50120839e-13  6.73129271e-11
5.73689141e-13  7.93939459e-11
5.98267158e-13  9.40536568e-11
6.23898147e-13  1.12031002e-10
6.48356722e-13  1.33415678e-10
6.73774143e-13  1.58951801e-10
7.02640006e-13  1.93519586e-10
7.32742542e-13  2.38455706e-10
7.66810676e-13  2.88594713e-10
7.99662415e-13  3.57333766e-10
8.69648497e-13  5.79177595e-10
9.15399871e-13  7.49174145e-10
9.45759728e-13  9.78841444e-10
9.82149267e-13  1.20409410e-9
1.00718353e-12  1.42612947e-9
1.02853218e-12  1.65185492e-9
1.05524045e-12  2.02199002e-9
1.07259660e-12  2.50703584e-9
